Date - Year,Date - Month,Date - day,Origin-TIME (UTC) - hr,Origin-TIME (UTC) - min,Origin-TIME (UTC) - sec,Latitude - °N,Longitude - °E,Depth - (Km),Magnitude - (Richter scale)
2015,5,12,20,22,15,27.6,85.2,10,3.4
2015,5,12,20,44,28,27.9,86.2,10,3.3
2015,5,12,21,25,12,27.7,84.6,10,5.1
2015,5,12,22,53,18,27.2,86.1,10,3.4
2015,5,13,2,23,13,27.5,86.2,10,3.7
2015,5,13,2,43,47,27.4,86.1,10,3.7
2015,5,13,4,48,9,27.5,86,10,3.3
2015,5,13,6,26,5,27.5,86.1,10,4.7
2015,5,13,6,37,30,27.6,86.1,10,4.2
2015,5,13,6,53,59,27.7,86.2,10,4.7
2015,5,13,8,45,56,27.7,86.2,10,3.3
2015,5,13,9,52,28,27.8,86.2,10,3.2
2015,5,13,10,59,44,27.5,86.1,10,3.6
2015,5,13,15,51,4,27.4,85.8,20,3.4
2015,5,13,18,31,1,27.7,86.1,10,3.6
2015,5,13,21,38,5,27.7,86.1,10,4.8
2015,5,14,3,7,10,27.4,86,10,3.8
2015,5,14,3,7,40,27.6,86,10,4.4
2015,5,14,9,35,31,27.6,85.2,10,3.2
2015,5,14,13,58,7,27.2,86.1,20,3.4
2015,5,14,14,36,39,27.9,85.2,15,3.7
2015,5,14,15,5,41,27.6,86.1,10,3.6
2015,5,14,15,55,8,27.9,86,10,3.5
2015,5,14,21,53,36,27.3,86,10,3.6
2015,5,14,22,21,16,27.5,86,10,4
2015,5,15,1,42,42,27.8,84.7,10,5
2015,5,15,5,6,2,27.8,84.8,10,3.4
2015,5,15,9,24,14,27.4,86.1,5,3.4
2015,5,16,3,39,26,27.5,85.7,10,4.2
2015,5,16,3,50,26,27.4,84.9,10,3.5
2015,5,16,11,34,10,27.5,86,10,5.7
2015,5,16,16,23,48,27.6,86,28,3.6
2015,5,16,20,2,55,28.1,84.8,10,3
2015,5,16,23,15,25,27.5,85.9,10,3.8
2015,5,17,5,45,37,27.2,85.9,8,3.9
2015,5,17,14,55,5,27.6,86.2,10,3.8
2015,5,18,12,42,12,28,84.7,30,3.5
2015,5,18,22,49,53,27.8,86,10,3.6
2015,5,19,10,59,32,27.8,85.8,10,3.7
2015,5,20,5,25,10,27.5,86.2,10,3.6
2015,5,20,9,2,37,27.6,85.1,10,3.9
2015,5,21,8,26,44,27.7,86.3,10,3.7
2015,5,22,10,59,37,28.1,85,10,4.2
2015,5,22,11,45,47,27.3,86,10,3.7
2015,5,22,19,7,42,29.9,81.9,10,4.2
2015,5,22,20,11,35,24.7,93.2,10,3.9
2015,5,22,20,52,36,24.5,93.4,63,3.2
2015,5,23,11,53,57,30.4,79.2,10,3.2
2015,5,23,16,41,19,27.4,85.9,10,3.7
2015,5,24,1,21,4,27.9,86.3,10,3.5
2015,5,24,17,30,36,27,85.9,20,3.5
2015,5,24,21,38,43,27.9,84.7,10,4
2015,5,26,17,7,15,27.9,85.1,10,4.5
2015,5,26,17,24,14,24.4,93.8,30,4.1
2015,5,27,7,30,44,27.9,85.6,10,4
2015,5,27,16,44,59,28,85.1,10,3.4
2015,5,28,11,46,28,28.1,93.4,10,4
2015,5,28,15,19,29,25.8,91.2,10,3.5
2015,5,29,3,57,54,25.9,90.2,15,3.9
2015,5,29,6,45,32,27.7,84.7,10,3.9
2015,5,29,10,0,0,28,84.7,10,4.7
2015,5,30,16,28,19,27.8,85,10,4
2015,6,2,20,33,7,29.8,81.8,10,4
2015,6,2,22,9,8,25.8,89.9,10,3.9
2015,6,3,7,52,37,27.6,85.6,10,3.8
2015,6,3,11,28,23,30.5,79.3,10,4
2015,6,3,11,53,32,27.7,86.2,10,3.8
2015,6,4,13,43,32,27.5,92.9,10,3.2
2015,6,7,5,17,41,27.6,85.9,10,3.5
2015,6,11,4,17,46,27.5,85.7,10,4
2015,6,11,16,12,17,27.9,85.7,10,4.7
2015,6,11,19,37,6,28.3,84.8,10,4
2015,6,12,4,34,7,27.8,86.1,10,3.8
2015,6,12,18,29,31,14.1,93.5,38,5.2
2015,6,13,1,18,29,27.6,86,10,4.6
2015,6,14,7,47,52,27.5,86,10,4
2015,6,17,0,13,19,27.6,85.2,10,3.6
2015,6,17,0,30,1,27.7,85.3,10,4.1
2015,6,17,2,15,16,28.1,85.6,10,4.4
2015,6,18,14,36,7,22.8,92.2,33,3.8
2015,6,20,12,23,4,28.5,82.7,10,4.2
2015,6,23,20,33,21,30.4,78.3,10,3.2
2015,6,27,6,4,26,29.9,80.3,10,3
2015,6,28,1,5,25,26.5,90.1,10,5.6
2015,6,28,23,57,14,27.6,86.1,10,4.6
2015,6,29,17,27,9,26.7,95,10,3.5
2015,6,29,22,7,46,36.6,71.4,160,5.5
2015,7,2,1,56,12,27.8,85.3,10,4
2015,7,2,7,18,24,34.4,73.8,10,5.1
2015,7,3,0,37,40,13.3,93.2,25,4.2
2015,7,3,1,7,45,37.5,78.2,10,6.2
2015,7,3,3,16,35,11.4,95,10,5.8
2015,7,3,20,4,8,27.7,85,10,4.3
2015,7,10,12,53,22,26.8,90.4,10,4.5
2015,7,10,21,13,0,27.4,86,10,4.5
2015,7,10,22,27,33,25.6,90.6,10,4.2
2015,7,14,14,35,50,35.9,71.1,80,5.2
2015,7,15,2,30,20,36,72,80,5.2
2015,7,18,23,48,7,30.5,79.1,13,4.3
2015,7,23,6,4,14,15.8,74,9,2.9
2015,7,23,14,36,5,21.4,79.9,10,3.9
2015,7,24,20,59,56,33.8,73.1,10,5.3
2015,7,26,10,4,5,36.6,71.6,10,5
2015,7,26,16,59,8,30,80.4,10,3.4
2015,7,27,7,33,42,27.3,91,10,4.3
2015,8,3,20,47,48,11.8,92.4,28,4.5
2015,8,9,22,30,26,28,84.7,10,4.4
2015,8,10,10,5,24,36.5,71.3,210,6.2
2015,8,15,5,42,24,27.4,88,36,4
2015,8,15,18,11,39,27.6,85.9,10,4.6
2015,8,19,19,18,11,31.7,77,10,4
2015,8,23,9,2,3,27.6,86,10,5
2015,8,24,6,53,43,27.8,87.1,10,3.7
2015,8,26,1,56,52,18.7,84.5,15,3.3
2015,8,28,19,21,56,25.5,89.4,10,4
2015,8,30,13,17,35,27.5,85.6,15,4
2015,9,1,19,17,4,36.4,71.3,223,5.1
2015,9,3,17,57,50,27.6,75.6,10,4.4
2015,9,4,11,49,52,36.5,70.9,123,5.4
2015,9,5,5,39,0,26.3,92.8,10,4
2015,9,6,12,23,14,26.2,92.8,10,3.4
2015,9,7,10,13,46,24.3,93.2,10,3.3
2015,9,7,12,55,48,27.6,87.9,15,4.2
2015,9,9,21,3,20,36,70.6,98,5.1
2015,9,13,9,45,20,28.6,76.4,10,3.3
2015,9,15,22,38,33,35.5,78.5,10,4.4
2015,9,16,11,10,10,35.5,78.6,15,5
2015,9,17,18,34,16,24.7,94.5,72,4.5
2015,9,22,6,32,46,27.5,85,10,4
2015,9,25,16,57,38,26.6,91.8,15,4.6
2015,9,26,16,54,7,26.6,92.2,10,3.5
2015,9,29,9,27,17,29.7,80.3,33,4.8
2015,10,2,11,29,20,22.5,93.2,5,4
2015,10,8,1,4,17,31.5,77,10,3.8
2015,10,9,20,10,13,28.7,77.4,5,3
2015,10,10,1,48,43,27.2,88.8,15,4.5
2015,10,11,8,34,56,25.1,93.8,21,4.1
2015,10,17,6,29,42,25,94.1,10,3.5
2015,10,19,0,4,38,29.5,80.3,10,2.6
2015,10,23,0,27,39,29.7,70.4,25,5.6
2015,10,24,4,35,0,30.3,80.2,20,3.9
2015,10,26,9,9,31,36.5,70.8,190,7.5
2015,10,26,9,49,35,36.5,70.2,170,5
2015,10,26,10,37,5,36.5,70.4,202,4.5
2015,10,27,13,14,7,36.6,70.7,187,5
2015,10,29,22,15,53,24.6,92.3,15,4.9
2015,10,31,5,16,46,25.5,91.8,10,4
2015,11,8,10,42,8,7,94.6,35,5.2
2015,11,8,10,53,31,6.8,94.6,35,5
2015,11,8,11,54,52,7.3,94.5,60,5
2015,11,8,13,24,3,7.5,94.5,35,5.2
2015,11,8,14,34,12,6.9,94.8,50,5
2015,11,8,14,47,8,7,94.6,50,4.9
2015,11,8,16,47,7,6.9,94.6,10,6
2015,11,8,16,59,26,7.1,94.6,10,5.6
2015,11,8,17,47,17,6.7,94.7,10,4.7
2015,11,8,18,48,47,6.6,94.6,10,4.9
2015,11,8,19,14,48,6.8,94.3,10,4.9
2015,11,9,6,12,24,6.5,94.8,10,5.1
2015,11,9,8,12,53,6.7,94.8,60,5.4
2015,11,13,7,44,33,29.8,80.2,10,3
2015,11,14,16,53,40,7.1,94.9,10,4.9
2015,11,18,0,59,10,36.5,70.5,184,5
2015,11,18,8,25,41,29.8,80.5,15,3.3
2015,11,18,14,31,21,34,74.7,10,3.1
2015,11,19,4,15,52,27.8,85.6,20,5
2015,11,22,18,16,2,36.5,71.6,80,6
2015,11,25,16,15,7,26.4,92.8,10,4.9
2015,11,27,8,34,2,22.5,94.7,47,5.2
2015,11,27,11,40,37,34.9,73.8,67,4.8
2015,11,29,2,47,38,30.6,79.6,10,4
2015,12,6,12,35,17,28.8,76.8,5,2.9
2015,12,13,18,24,25,26.2,92.3,36,3.3
2015,12,15,2,35,14,24.2,86.6,10,4.2
2015,12,16,4,48,16,13.5,94,10,4.8
2015,12,18,22,16,55,29.3,81.7,10,5.4
2015,12,23,13,27,12,25.8,94.7,48,4.2
2015,12,25,19,14,46,36.5,71.2,186,6.5
2015,12,27,4,42,50,25.4,91.9,5,2.7
2015,12,29,15,50,22,32.2,79.3,10,2.9
2015,12,30,17,24,54,25.1,91.1,10,3.7
2015,12,31,3,23,22,7.2,94.4,10,4.5
2016,1,1,6,54,35,29.7,80.7,10,3
2016,1,2,8,37,19,36.5,70.9,170,5.8
2016,1,3,23,5,16,24.8,93.5,59,6.7
2016,1,4,3,57,46,24.9,93.4,20,3.6
2016,1,4,9,0,2,24.8,93.5,20,3.4
2016,1,6,10,25,8,25.2,93.2,40,4
2016,1,7,13,42,58,27.7,93.3,32,4.5
2016,1,8,9,7,10,36.6,71,225,5.5
2016,1,12,20,4,58,36.6,71.1,220,5.8
2016,1,15,0,25,20,25.2,92.7,10,3
2016,1,15,19,24,52,11.9,92.5,10,4
2016,1,18,0,52,40,26.2,92.6,10,3.5
2016,1,21,19,22,43,28.1,85.1,10,4.8
2016,1,23,4,54,11,36.3,71.5,50,5.1
2016,1,24,17,9,26,27,92.2,10,3.2
2016,1,26,23,19,9,36.8,70,250,5.4
2016,1,28,22,47,8,27.1,75.5,10,3.8
2016,2,1,19,48,37,23.8,93.8,111,3.8
2016,2,1,23,49,30,26.4,93.4,33,3.7
2016,2,2,16,14,0,25.5,91.9,10,2.5
2016,2,4,7,10,27,32.7,75.7,10,4.1
2016,2,4,15,30,51,14.4,93.2,10,4.8
2016,2,5,16,20,9,27.8,85.4,10,5.2
2016,2,8,11,5,56,24.7,94.6,118,3.8
2016,2,9,15,13,47,32.8,76.4,10,4.4
2016,2,10,22,45,27,25.6,92.1,6,2.7
2016,2,15,16,35,29,30.2,79.6,10,3.5
2016,2,16,23,6,55,26.3,93.3,10,4.4
2016,2,21,3,39,42,7.1,92.1,50,4.5
2016,2,21,7,50,56,30.9,78.3,5,3.5
2016,2,21,9,12,8,36.5,70.9,177,5.7
2016,2,21,16,32,7,36.3,78.4,50,4.4
2016,2,21,18,10,0,27.8,84.6,30,5
2016,2,22,18,20,58,7.5,92,20,4.8
2016,2,24,2,6,51,24.9,72.3,26,3
2016,2,24,9,22,17,27.6,85.6,19,4.5
2016,2,27,0,31,3,13.6,94,60,4.6
2016,3,2,4,3,58,26.5,95.2,10,4
2016,3,2,6,35,14,29.9,70.1,10,5
2016,3,6,0,50,19,24.5,92.8,30,3.5
2016,3,6,8,51,18,24.7,92.9,10,3.3
2016,3,10,9,46,59,25.6,91.9,8,3
2016,3,10,9,50,32,25.6,91.9,9,3.2
2016,3,12,16,15,16,26.7,89.4,21,3.8
2016,3,13,5,15,36,27.8,84.9,25,3.8
2016,3,13,10,30,4,26.5,92.3,10,4.3
2016,3,14,21,27,40,27.2,86.2,10,3.9
2016,3,17,16,47,4,34.2,77.9,10,4.5
2016,3,18,3,37,33,25.4,73.4,33,3.5
2016,3,21,2,19,41,25.4,92.5,10,3
2016,3,22,11,49,12,26.1,95.3,49,3.7
2016,3,28,15,42,42,24.1,93.1,5,3.7
2016,3,30,2,4,11,32.5,76,15,3.8
2016,3,30,12,26,42,28,85.7,10,4.4
2016,4,3,20,31,39,24.4,94.3,120,4
2016,4,4,4,31,26,27.8,86.2,10,4.3
2016,4,5,7,42,27,25.9,90.4,10,5.4
2016,4,7,20,3,19,27,75.1,15,3.5
2016,4,8,14,30,43,36.9,71.2,78,5
2016,4,9,13,20,14,27.6,85.2,10,4.5
2016,4,10,10,28,57,36.4,71.2,190,6.8
2016,4,11,10,36,13,29.8,80.1,10,3.7
2016,4,12,11,55,48,26.5,90.8,10,3.8
2016,4,12,14,41,53,27.5,86.1,10,4.5
2016,4,13,3,56,54,24.9,94,60,4.6
2016,4,13,13,55,13,23,94.9,134,6.8
2016,4,14,5,41,55,23.8,94,80,4.5
2016,4,14,16,23,40,23.3,93.2,5,3.5
2016,4,19,1,14,46,24.8,92.7,10,3.7
2016,4,19,20,32,58,10.3,93.8,10,5.1
2016,4,23,20,31,1,28.7,85.1,150,4.6
2016,4,24,21,43,9,37,71.7,100,5.2
